year,month,day,capacity,base_demand,base_price_economy,base_price_business,no_show_prob
1955,Jan,4,150,200,278.69,722.34,0.1381
1955,Jan,5,150,237,220.24,616.84,0.259
1955,Jan,6,250,246,151.5,379.45,0.1622
1955,Jan,7,150,269,153.69,552.2,0.0714
1955,Jan,8,300,289,286.28,1094.51,0.0952
1955,Jan,9,150,223,246.69,641.87,0.1817
1955,Jan,10,300,238,216.3,798.69,0.1007
1955,Jan,11,200,189,219.32,791.21,0.1292
1955,Jan,12,200,160,123.75,467.91,0.0121
1955,Jan,13,250,228,172.86,561.49,0.0671
1955,Jan,14,250,234,176.31,689.68,0.0463
1955,Jan,15,150,262,146.15,525.11,0.1272
1955,Jan,16,250,336,204.42,702.35,0.0214
1955,Jan,17,300,276,254.88,918.64,0.079
1955,Jan,18,250,216,198.94,722.69,0.0582
1955,Jan,19,150,243,172.94,603.88,0.094
1955,Jan,20,300,226,250.44,912.82,0.1158
1955,Jan,21,200,143,207.63,579.61,0.075
1955,Jan,22,300,255,253.54,856.23,0.1141
1955,Jan,23,300,281,298.67,849.59,0.0393
1955,Jan,24,200,302,226.72,860.13,0.1128
1955,Jan,25,200,253,102.23,378.4,0.127
1955,Jan,26,250,173,212.71,615.96,0.0705
1955,Jan,27,200,210,101.57,398.95,0.1395
1955,Jan,28,250,239,197.84,723.3,0.0202
1955,Jan,29,300,222,110.53,369.81,0.0258
1955,Jan,30,200,275,295.12,894.57,0.1632
1955,Feb,1,150,281,196.03,714.63,0.016
1955,Feb,2,300,254,132.33,454.04,0.195
1955,Feb,3,200,206,106.3,270.32,0.0372
1955,Feb,4,250,281,284.01,839.7,0.0336
1955,Feb,5,300,198,288.17,1091.64,0.0129
1955,Feb,6,250,302,156.74,503.18,0.0387
1955,Feb,7,300,250,223.5,850.81,0.0933
1955,Feb,8,200,166,235.06,727.4,0.2131
1955,Feb,9,200,254,154.91,613.92,0.0376
1955,Feb,10,200,246,225.07,572.97,0.1584
1955,Feb,11,150,183,109.88,332.25,0.0834
1955,Feb,12,200,236,142.64,513.35,0.0562
1955,Feb,13,150,228,261.79,837.86,0.0871
1955,Feb,14,250,148,163.8,422.8,0.154
1955,Feb,15,150,274,148.72,588.08,0.0392
1955,Feb,16,200,256,230.7,822.11,0.3139
1955,Feb,17,150,259,170.69,524.85,0.0398
1955,Feb,18,300,267,204.52,801.78,0.0965
1955,Feb,19,150,241,151.86,571.53,0.0531
1955,Feb,20,250,224,128.88,401.51,0.109
1955,Feb,21,250,194,152.37,488.48,0.0554
1955,Feb,22,200,266,246.86,819.08,0.0643
1955,Feb,23,250,193,213.73,727.42,0.1125
1955,Feb,24,300,159,127.45,368.42,0.1117
1955,Feb,25,200,192,264.14,691.47,0.166
1955,Feb,26,250,295,133.04,469.21,0.0382
1955,Feb,27,300,179,108.27,407.65,0.0453
1955,Feb,28,250,290,152.35,514.11,0.1571
1955,Feb,29,200,259,144.2,428.79,0.0291
1955,Feb,30,200,203,160.87,556.95,0.0327
1955,Mar,1,300,233,179.38,585.29,0.0955
1955,Mar,2,150,293,208.46,671.88,0.1005
1955,Mar,3,150,255,190.61,694.11,0.0377
1955,Mar,4,150,263,232.63,888.81,0.0171
1955,Mar,5,250,290,104.96,303.88,0.0824
1955,Mar,6,200,324,173.4,643.61,0.1272
1955,Mar,7,300,321,226.8,706.07,0.1024
1955,Mar,8,200,268,185.02,575.16,0.0087
1955,Mar,9,300,173,107.97,301.78,0.0903
1955,Mar,10,300,299,118.44,317.66,0.0757
1955,Mar,11,300,229,104.76,403.86,0.2032
1955,Mar,12,300,231,162.68,483.79,0.1966
1955,Mar,13,300,305,208.72,797.37,0.0079
1955,Mar,14,300,290,224.7,890.65,0.1423
1955,Mar,15,250,302,284.5,934.32,0.0227
1955,Mar,16,250,419,288.99,743.69,0.0595
1955,Mar,17,200,373,128.75,370.29,0.2006
1955,Mar,18,200,325,279.31,842.91,0.0986
1955,Mar,19,300,312,147.18,485.8,0.0823
1955,Mar,20,300,318,233.53,616.29,0.0095
1955,Mar,21,300,311,217.89,816.89,0.062
1955,Mar,22,200,162,296.77,1056.53,0.081
1955,Mar,23,300,195,237.36,630.48,0.0384
1955,Mar,24,200,295,288.33,1022.53,0.1887
1955,Mar,25,300,266,235.71,760.1,0.0309
1955,Mar,26,150,340,125.18,376.32,0.0468
1955,Mar,27,300,304,175.62,441.65,0.033
1955,Mar,28,250,410,183.34,654.42,0.0997
1955,Mar,29,200,284,176.55,532.89,0.0663
1955,Mar,30,300,298,250.93,987.06,0.0346
1955,Apr,1,200,213,282.79,712.26,0.0662
1955,Apr,2,200,306,170.54,592.72,0.2149
1955,Apr,3,200,315,293.28,869.26,0.0388
1955,Apr,4,150,291,111.55,330.56,0.0502
1955,Apr,5,200,262,169.61,530.67,0.0714
1955,Apr,6,250,332,190.94,583.04,0.0429
1955,Apr,7,300,171,236.37,906.15,0.083
1955,Apr,8,300,253,103.21,354.5,0.0831
1955,Apr,9,250,294,110.2,394.12,0.0967
1955,Apr,10,200,275,112.44,402.28,0.0589
1955,Apr,11,300,361,166.81,566.49,0.0506
1955,Apr,12,300,275,140.26,478.92,0.0908
1955,Apr,13,200,330,263.01,987.44,0.1571
1955,Apr,14,300,281,117.13,343.4,0.1241
1955,Apr,15,200,272,227.45,632.26,0.0576
1955,Apr,16,200,309,263.13,900.88,0.1013
1955,Apr,17,250,271,145.1,576.4,0.0697
1955,Apr,18,150,214,192.38,590.82,0.0462
1955,Apr,19,250,321,181.14,568.15,0.1268
1955,Apr,20,150,258,143.03,523.77,0.092
1955,Apr,21,250,237,162.0,625.51,0.2453
1955,Apr,22,200,168,156.96,496.11,0.0646
1955,Apr,23,200,279,187.05,622.84,0.09
1955,Apr,24,200,366,147.28,390.3,0.0305
1955,Apr,25,300,203,101.32,341.69,0.0998
1955,Apr,26,300,321,129.58,456.2,0.0299
1955,Apr,27,200,377,204.53,539.74,0.0509
1955,Apr,28,150,276,209.8,529.53,0.0749
1955,Apr,29,300,249,148.55,498.38,0.0663
1955,Apr,30,300,238,293.85,830.47,0.148
1955,May,1,200,323,240.31,818.95,0.0461
1955,May,2,200,227,112.11,387.16,0.2167
1955,May,3,200,295,192.94,606.03,0.1974
1955,May,4,150,260,231.62,890.33,0.0997
1955,May,5,150,244,179.12,470.62,0.0153
1955,May,6,200,244,203.44,530.46,0.1716
1955,May,7,150,239,146.62,488.23,0.1052
1955,May,8,200,211,160.48,580.77,0.0656
1955,May,9,150,376,190.52,738.33,0.2528
1955,May,10,250,186,244.04,767.45,0.1041
1955,May,11,250,311,214.58,697.84,0.0183
1955,May,12,200,266,243.91,842.6,0.1338
1955,May,13,250,343,266.37,763.1,0.0046
1955,May,14,150,401,174.15,612.59,0.0659
1955,May,15,250,298,220.55,624.38,0.1237
1955,May,16,300,178,231.38,873.05,0.012
1955,May,17,200,279,177.94,597.76,0.0964
1955,May,18,250,303,205.02,521.08,0.1475
1955,May,19,250,195,199.59,519.75,0.0387
1955,May,20,200,241,223.29,873.53,0.132
1955,May,21,300,287,116.06,325.32,0.0818
1955,May,22,300,283,219.5,576.28,0.0438
1955,May,23,150,238,113.78,397.04,0.0047
1955,May,24,150,258,263.65,814.06,0.0129
1955,May,25,300,234,130.28,515.76,0.1941
1955,May,26,300,248,226.03,587.06,0.0763
1955,May,27,200,317,250.84,900.94,0.1818
1955,May,28,200,277,106.77,321.14,0.1379
1955,May,29,150,237,141.07,453.68,0.0278
1955,May,30,200,235,195.88,542.17,0.0442
1955,Jun,1,300,298,287.9,826.45,0.0607
1955,Jun,2,300,213,298.78,857.66,0.0721
1955,Jun,3,200,313,265.63,797.44,0.1048
1955,Jun,4,150,356,146.46,475.64,0.0226
1955,Jun,5,250,248,299.06,1022.16,0.075
1955,Jun,6,150,253,215.28,551.58,0.0865
1955,Jun,7,150,358,119.73,316.93,0.2097
1955,Jun,8,150,511,141.11,432.61,0.123
1955,Jun,9,250,269,198.36,558.32,0.1045
1955,Jun,10,200,367,219.0,868.57,0.1369
1955,Jun,11,200,317,268.28,922.12,0.0884
1955,Jun,12,150,305,217.39,567.88,0.0878
1955,Jun,13,150,172,242.31,864.42,0.0095
1955,Jun,14,250,296,195.68,759.48,0.0691
1955,Jun,15,250,349,114.39,302.68,0.0712
1955,Jun,16,200,324,129.49,392.57,0.0274
1955,Jun,17,200,338,270.58,918.49,0.1117
1955,Jun,18,300,334,134.51,378.99,0.0705
1955,Jun,19,200,247,291.04,752.47,0.073
1955,Jun,20,150,263,270.67,881.68,0.2115
1955,Jun,21,200,200,214.32,806.85,0.0183
1955,Jun,22,200,246,279.66,1014.54,0.0578
1955,Jun,23,300,240,292.41,926.86,0.095
1955,Jun,24,300,276,131.22,424.03,0.0934
1955,Jun,25,200,348,153.52,475.25,0.0781
1955,Jun,26,200,290,238.98,803.99,0.0649
1955,Jun,27,150,278,192.15,567.8,0.0999
1955,Jun,28,150,323,124.63,317.96,0.0455
1955,Jun,29,250,227,136.14,481.09,0.0391
1955,Jun,30,250,238,216.92,738.49,0.0786
1955,Jul,1,300,458,280.72,789.17,0.0303
1955,Jul,2,250,301,114.97,304.75,0.1762
1955,Jul,3,250,397,130.8,388.54,0.0961
1955,Jul,4,300,405,168.11,541.89,0.1326
1955,Jul,5,250,437,160.5,487.61,0.1672
1955,Jul,6,150,456,183.65,675.33,0.0756
1955,Jul,7,200,351,187.07,645.67,0.0933
1955,Jul,8,300,319,115.93,445.18,0.0684
1955,Jul,9,300,312,255.75,923.17,0.1925
1955,Jul,10,150,328,206.78,764.56,0.135
1955,Jul,11,150,357,251.5,902.66,0.1237
1955,Jul,12,250,409,231.88,896.32,0.0711
1955,Jul,13,200,294,172.06,436.42,0.1078
1955,Jul,14,200,425,108.58,300.87,0.0909
1955,Jul,15,200,335,236.56,918.08,0.2742
1955,Jul,16,200,276,274.66,734.63,0.1787
1955,Jul,17,300,313,276.33,863.85,0.0277
1955,Jul,18,150,273,158.12,582.4,0.0992
1955,Jul,19,200,353,197.45,534.7,0.1134
1955,Jul,20,250,248,289.99,782.83,0.0475
1955,Jul,21,250,495,189.18,707.74,0.092
1955,Jul,22,250,394,189.45,535.43,0.0944
1955,Jul,23,200,339,178.69,702.05,0.1593
1955,Jul,24,300,338,231.61,619.77,0.0636
1955,Jul,25,150,282,278.35,1066.95,0.1718
1955,Jul,26,150,441,298.29,1161.62,0.0637
1955,Jul,27,300,358,146.81,564.12,0.0423
1955,Jul,28,200,418,134.02,362.58,0.0287
1955,Jul,29,250,347,281.78,718.49,0.1701
1955,Jul,30,300,437,206.82,799.04,0.1316
1955,Aug,1,200,335,189.89,725.16,0.0146
1955,Aug,2,250,342,216.14,808.88,0.1591
1955,Aug,3,200,311,112.44,446.31,0.0972
1955,Aug,4,150,422,155.79,392.95,0.1407
1955,Aug,5,250,294,217.7,791.74,0.2406
1955,Aug,6,300,331,155.14,456.55,0.062
1955,Aug,7,300,379,171.08,582.61,0.1516
1955,Aug,8,250,277,183.12,641.35,0.1155
1955,Aug,9,300,300,275.42,896.44,0.0766
1955,Aug,10,150,485,265.3,703.46,0.1391
1955,Aug,11,200,422,255.31,646.89,0.0583
1955,Aug,12,250,316,273.93,1021.24,0.0342
1955,Aug,13,150,372,102.15,272.04,0.0647
1955,Aug,14,250,258,262.06,989.17,0.0815
1955,Aug,15,200,400,290.41,821.58,0.0548
1955,Aug,16,150,287,183.21,474.07,0.0605
1955,Aug,17,200,318,154.0,573.72,0.15
1955,Aug,18,250,408,113.52,316.83,0.0833
1955,Aug,19,300,330,248.38,815.72,0.1624
1955,Aug,20,300,335,229.53,777.99,0.0919
1955,Aug,21,150,272,246.22,662.55,0.0931
1955,Aug,22,150,447,251.06,909.83,0.149
1955,Aug,23,250,374,153.44,500.99,0.1501
1955,Aug,24,150,212,197.7,638.07,0.0327
1955,Aug,25,200,375,233.36,800.58,0.0872
1955,Aug,26,200,342,123.85,309.76,0.0497
1955,Aug,27,150,304,292.21,1133.14,0.0544
1955,Aug,28,200,420,102.39,390.02,0.1281
1955,Aug,29,250,252,158.32,572.01,0.0546
1955,Aug,30,150,328,114.3,363.68,0.0655
1955,Sep,1,250,280,104.17,369.05,0.078
1955,Sep,2,250,335,263.21,715.86,0.0772
1955,Sep,3,150,318,299.38,1070.38,0.0814
1955,Sep,4,250,337,219.9,825.78,0.0827
1955,Sep,5,150,305,148.37,465.5,0.158
1955,Sep,6,200,317,249.99,835.94,0.0679
1955,Sep,7,150,341,150.44,464.48,0.2131
1955,Sep,8,200,285,115.62,405.03,0.1079
1955,Sep,9,200,275,226.52,637.41,0.152
1955,Sep,10,300,183,137.28,430.89,0.1088
1955,Sep,11,200,239,205.16,717.01,0.0922
1955,Sep,12,150,386,267.44,809.87,0.1513
1955,Sep,13,200,314,217.55,758.83,0.1702
1955,Sep,14,150,272,286.22,744.32,0.1299
1955,Sep,15,200,266,239.93,876.33,0.0568
1955,Sep,16,250,308,190.17,739.63,0.0224
1955,Sep,17,200,470,291.74,770.0,0.1867
1955,Sep,18,250,290,126.45,339.86,0.1298
1955,Sep,19,150,222,231.98,602.7,0.0777
1955,Sep,20,150,237,127.97,489.34,0.0891
1955,Sep,21,150,247,138.9,506.14,0.1336
1955,Sep,22,200,213,287.5,1060.6,0.0102
1955,Sep,23,300,418,296.28,845.42,0.2558
1955,Sep,24,250,254,239.5,938.82,0.1295
1955,Sep,25,250,304,208.97,664.66,0.2367
1955,Sep,26,200,349,139.47,424.72,0.0476
1955,Sep,27,200,388,126.82,413.19,0.0866
1955,Sep,28,200,260,299.17,839.46,0.1019
1955,Sep,29,150,306,187.52,734.98,0.0256
1955,Sep,30,250,305,177.93,605.83,0.0954
1955,Oct,1,150,255,257.04,801.46,0.1389
1955,Oct,2,150,194,151.23,533.02,0.1132
1955,Oct,3,300,312,173.21,485.96,0.0123
1955,Oct,4,300,302,240.17,787.52,0.0817
1955,Oct,5,200,251,213.42,541.8,0.0575
1955,Oct,6,300,297,282.57,938.4,0.1247
1955,Oct,7,250,318,164.63,514.34,0.0184
1955,Oct,8,250,315,247.32,953.54,0.027
1955,Oct,9,300,326,233.07,878.07,0.0201
1955,Oct,10,200,229,298.4,897.19,0.02
1955,Oct,11,250,200,296.89,985.2,0.0854
1955,Oct,12,150,201,142.89,439.01,0.1405
1955,Oct,13,300,374,245.34,640.9,0.0649
1955,Oct,14,250,319,229.7,638.55,0.0816
1955,Oct,15,150,254,171.64,637.04,0.0587
1955,Oct,16,250,229,162.75,534.32,0.1764
1955,Oct,17,250,199,152.58,598.57,0.0208
1955,Oct,18,250,230,262.08,943.07,0.0213
1955,Oct,19,150,385,186.2,474.31,0.1346
1955,Oct,20,300,243,299.36,835.35,0.0075
1955,Oct,21,200,226,226.85,756.19,0.0154
1955,Oct,22,200,313,269.7,921.41,0.1828
1955,Oct,23,200,274,218.65,851.99,0.0356
1955,Oct,24,150,258,131.98,456.52,0.0753
1955,Oct,25,250,209,242.98,847.32,0.092
1955,Oct,26,250,223,104.73,290.6,0.1805
1955,Oct,27,200,331,118.15,409.11,0.072
1955,Oct,28,300,241,165.7,495.95,0.0634
1955,Oct,29,250,157,275.28,758.68,0.0219
1955,Oct,30,300,268,271.6,921.45,0.0949
1955,Nov,1,250,303,130.76,492.7,0.0508
1955,Nov,2,150,284,272.21,819.35,0.019
1955,Nov,3,250,215,110.05,295.89,0.0611
1955,Nov,4,250,187,283.48,842.71,0.2226
1955,Nov,5,200,276,220.79,784.89,0.0853
1955,Nov,6,200,253,101.47,275.73,0.1512
1955,Nov,7,250,237,110.37,431.93,0.029
1955,Nov,8,250,241,287.09,1144.51,0.1518
1955,Nov,9,300,193,268.34,1046.42,0.0879
1955,Nov,10,250,260,125.31,353.48,0.0337
1955,Nov,11,250,200,125.87,445.69,0.1604
1955,Nov,12,300,236,201.95,758.39,0.1221
1955,Nov,13,300,203,287.32,1139.26,0.0288
1955,Nov,14,250,205,270.8,977.3,0.1136
1955,Nov,15,300,215,259.84,713.16,0.1573
1955,Nov,16,250,149,159.86,582.27,0.1228
1955,Nov,17,200,208,184.29,510.36,0.0716
1955,Nov,18,150,263,166.74,523.61,0.0298
1955,Nov,19,200,245,119.55,411.44,0.164
1955,Nov,20,200,106,102.34,321.16,0.1205
1955,Nov,21,300,184,188.4,625.21,0.0443
1955,Nov,22,150,207,130.07,496.05,0.1991
1955,Nov,23,300,180,209.78,604.29,0.0145
1955,Nov,24,150,215,104.79,371.14,0.0774
1955,Nov,25,150,339,219.64,677.19,0.0539
1955,Nov,26,300,143,179.08,581.81,0.0593
1955,Nov,27,300,302,248.91,724.4,0.1135
1955,Nov,28,200,201,230.63,625.19,0.0641
1955,Nov,29,300,216,121.47,432.64,0.1164
1955,Nov,30,300,331,230.63,823.48,0.1269
1955,Dec,1,200,139,206.66,711.46,0.0098
1955,Dec,2,300,309,258.02,677.95,0.1236
1955,Dec,3,300,263,182.49,462.89,0.0631
1955,Dec,4,200,238,154.94,500.27,0.132
1955,Dec,5,250,242,157.93,535.43,0.151
1955,Dec,6,200,274,218.52,666.02,0.0784
1955,Dec,7,300,285,104.13,373.01,0.0968
1955,Dec,8,300,224,223.0,783.52,0.0555
1955,Dec,9,150,237,214.3,816.51,0.0391
1955,Dec,10,250,288,184.6,624.89,0.0357
1955,Dec,11,300,259,247.68,942.61,0.1245
1955,Dec,12,200,171,113.37,357.72,0.0287
1955,Dec,13,150,399,166.9,574.74,0.1625
1955,Dec,14,200,218,218.82,861.17,0.0532
1955,Dec,15,300,241,126.84,421.82,0.014
1955,Dec,16,200,265,195.99,710.54,0.1069
1955,Dec,17,150,359,192.65,514.61,0.0241
1955,Dec,18,200,292,263.66,916.48,0.0787
1955,Dec,19,300,212,184.63,684.63,0.0524
1955,Dec,20,200,302,161.72,594.91,0.1915
1955,Dec,21,150,226,109.04,389.26,0.0814
1955,Dec,22,300,160,275.6,916.93,0.1113
1955,Dec,23,150,305,234.9,865.84,0.2072
1955,Dec,24,150,240,152.1,395.34,0.1964
1955,Dec,25,200,379,283.71,1134.17,0.1399
1955,Dec,26,200,292,257.57,995.93,0.0968
1955,Dec,27,250,236,119.45,317.04,0.0278
1955,Dec,28,200,206,115.36,371.36,0.1877
1955,Dec,29,300,232,127.99,379.04,0.0761
1955,Dec,30,150,303,184.8,557.46,0.1345
1956,Jan,1,200,247,236.93,659.16,0.028
1956,Jan,2,250,226,184.8,700.24,0.0849
1956,Jan,3,200,276,129.33,477.46,0.1273
1956,Jan,4,200,322,160.98,461.91,0.0934
1956,Jan,5,200,334,293.99,1164.33,0.0894
1956,Jan,6,150,209,222.37,869.79,0.0551
1956,Jan,7,300,267,231.44,799.8,0.1111
1956,Jan,8,300,234,121.87,317.75,0.1661
1956,Jan,9,200,227,297.84,890.94,0.0631
1956,Jan,10,200,330,187.61,505.91,0.0352
1956,Jan,11,250,256,271.98,871.81,0.0427
1956,Jan,12,300,300,299.97,829.92,0.05
1956,Jan,13,150,358,276.91,978.8,0.0427
1956,Jan,14,250,189,124.31,336.72,0.0343
1956,Jan,15,250,190,191.3,571.42,0.1579
1956,Jan,16,250,294,271.97,812.88,0.0615
1956,Jan,17,250,380,129.53,452.92,0.1496
1956,Jan,18,150,275,166.95,555.12,0.1147
1956,Jan,19,250,158,160.52,574.36,0.0795
1956,Jan,20,300,307,196.74,783.24,0.0883
1956,Jan,21,150,280,127.22,378.85,0.0398
1956,Jan,22,200,328,252.95,963.86,0.1902
1956,Jan,23,150,300,211.92,792.2,0.1304
1956,Jan,24,200,267,132.85,459.66,0.0911
1956,Jan,25,150,215,105.33,338.98,0.1282
1956,Jan,26,300,350,160.89,470.25,0.1335
1956,Jan,27,150,339,230.39,798.51,0.1015
1956,Jan,28,250,273,279.82,762.03,0.0358
1956,Jan,29,300,335,267.08,812.15,0.0494
1956,Jan,30,150,342,189.95,490.27,0.0326
1956,Feb,1,150,163,106.44,304.43,0.0278
1956,Feb,2,300,249,146.04,552.93,0.0771
1956,Feb,3,150,255,107.63,334.56,0.0999
1956,Feb,4,150,229,242.85,876.04,0.026
1956,Feb,5,250,284,181.47,683.36,0.0083
1956,Feb,6,200,225,260.76,781.41,0.193
1956,Feb,7,250,344,259.22,961.79,0.0806
1956,Feb,8,250,251,212.09,633.39,0.0993
1956,Feb,9,200,231,194.62,629.96,0.0656
1956,Feb,10,250,263,149.67,523.88,0.0865
1956,Feb,11,150,351,168.89,548.72,0.0281
1956,Feb,12,200,299,190.33,660.91,0.0915
1956,Feb,13,250,229,107.79,296.04,0.0526
1956,Feb,14,300,190,220.22,864.2,0.036
1956,Feb,15,250,304,233.68,643.06,0.0878
1956,Feb,16,250,275,113.59,328.72,0.0893
1956,Feb,17,200,297,274.31,886.15,0.0495
1956,Feb,18,250,257,284.88,835.66,0.0832
1956,Feb,19,250,275,134.09,422.63,0.0147
1956,Feb,20,150,252,107.18,312.05,0.0742
1956,Feb,21,150,283,168.12,568.99,0.1608
1956,Feb,22,300,222,274.33,968.96,0.0331
1956,Feb,23,200,239,149.65,586.68,0.3004
1956,Feb,24,200,359,219.42,589.29,0.1642
1956,Feb,25,150,204,220.97,593.19,0.1316
1956,Feb,26,300,262,125.85,358.72,0.0644
1956,Feb,27,300,321,147.18,468.96,0.1121
1956,Feb,28,250,297,271.83,1003.26,0.1045
1956,Feb,29,250,216,267.32,976.0,0.0295
1956,Feb,30,300,301,195.97,726.19,0.1277
1956,Mar,1,250,299,294.17,816.49,0.0265
1956,Mar,2,200,225,139.12,501.0,0.0511
1956,Mar,3,150,219,106.72,364.95,0.2549
1956,Mar,4,200,349,110.97,314.35,0.0585
1956,Mar,5,200,298,173.85,471.7,0.014
1956,Mar,6,300,241,246.34,673.1,0.038
1956,Mar,7,250,357,132.29,338.88,0.2274
1956,Mar,8,250,334,158.63,621.23,0.0373
1956,Mar,9,200,241,188.87,701.85,0.0415
1956,Mar,10,200,303,198.59,702.8,0.0326
1956,Mar,11,300,341,156.04,557.9,0.0744
1956,Mar,12,250,283,237.44,910.29,0.0947
1956,Mar,13,150,318,176.94,464.33,0.19
1956,Mar,14,300,410,180.46,454.67,0.1101
1956,Mar,15,200,204,136.75,510.9,0.033
1956,Mar,16,300,265,260.44,657.85,0.0827
1956,Mar,17,250,194,217.84,669.17,0.1226
1956,Mar,18,250,336,137.44,473.81,0.0646
1956,Mar,19,300,320,226.93,697.45,0.0609
1956,Mar,20,250,399,235.54,724.92,0.0047
1956,Mar,21,250,262,131.94,419.69,0.0274
1956,Mar,22,300,389,108.37,274.31,0.1718
1956,Mar,23,300,288,127.05,497.17,0.0435
1956,Mar,24,150,236,195.43,733.98,0.0586
1956,Mar,25,300,315,274.49,810.93,0.0976
1956,Mar,26,300,294,153.92,462.69,0.0835
1956,Mar,27,300,324,271.58,871.14,0.1724
1956,Mar,28,300,360,187.07,540.03,0.0849
1956,Mar,29,300,285,118.12,302.65,0.0591
1956,Mar,30,200,301,100.15,257.74,0.1408
1956,Apr,1,250,288,250.51,794.3,0.0168
1956,Apr,2,150,300,218.51,572.91,0.0151
1956,Apr,3,150,318,299.28,1163.72,0.0934
1956,Apr,4,300,324,175.15,476.87,0.0895
1956,Apr,5,300,351,143.05,533.54,0.0829
1956,Apr,6,200,262,202.94,679.97,0.0773
1956,Apr,7,200,241,298.74,1050.08,0.0521
1956,Apr,8,250,376,279.01,839.06,0.076
1956,Apr,9,150,388,189.59,720.77,0.071
1956,Apr,10,200,394,154.89,407.23,0.0697
1956,Apr,11,250,489,269.39,755.81,0.1016
1956,Apr,12,150,338,258.11,763.02,0.0818
1956,Apr,13,200,300,103.49,316.08,0.0185
1956,Apr,14,300,267,199.34,789.56,0.0958
1956,Apr,15,300,345,145.93,532.15,0.2273
1956,Apr,16,300,318,120.0,473.05,0.1419
1956,Apr,17,200,358,229.44,754.77,0.0555
1956,Apr,18,150,218,148.84,590.14,0.0764
1956,Apr,19,200,377,223.76,718.04,0.219
1956,Apr,20,200,374,213.11,642.37,0.1
1956,Apr,21,300,286,290.68,816.11,0.042
1956,Apr,22,300,401,210.87,701.8,0.0423
1956,Apr,23,300,318,170.81,681.56,0.0994
1956,Apr,24,250,363,112.13,343.26,0.0226
1956,Apr,25,250,321,153.77,435.35,0.0774
1956,Apr,26,250,216,175.8,481.63,0.0707
1956,Apr,27,150,335,177.87,542.3,0.114
1956,Apr,28,250,370,149.61,511.25,0.1057
1956,Apr,29,150,362,172.24,681.58,0.1584
1956,Apr,30,250,236,100.22,328.45,0.0527
1956,May,1,150,260,196.46,626.73,0.0386
1956,May,2,300,365,204.02,754.4,0.0455
1956,May,3,150,388,179.18,623.79,0.091
1956,May,4,200,294,180.58,555.23,0.1002
1956,May,5,250,382,267.47,794.61,0.1115
1956,May,6,300,395,163.76,535.36,0.0573
1956,May,7,300,306,172.76,449.15,0.0617
1956,May,8,300,352,204.83,552.09,0.0583
1956,May,9,250,372,234.4,762.31,0.0326
1956,May,10,300,302,160.74,578.12,0.1516
1956,May,11,200,328,248.87,667.25,0.2082
1956,May,12,200,401,170.49,529.37,0.0531
1956,May,13,250,396,115.33,424.93,0.2294
1956,May,14,150,334,144.22,425.76,0.1373
1956,May,15,200,353,173.07,474.34,0.0977
1956,May,16,300,310,163.97,469.81,0.0413
1956,May,17,300,210,182.12,490.6,0.086
1956,May,18,250,341,218.47,605.44,0.0317
1956,May,19,250,389,145.15,411.38,0.0578
1956,May,20,150,284,200.88,732.72,0.152
1956,May,21,250,263,232.1,866.12,0.1115
1956,May,22,200,260,138.45,481.65,0.0461
1956,May,23,300,350,173.83,685.71,0.0518
1956,May,24,300,363,257.19,836.23,0.1285
1956,May,25,250,285,133.95,503.09,0.0918
1956,May,26,250,394,202.96,803.15,0.0614
1956,May,27,300,303,252.49,960.51,0.0903
1956,May,28,200,231,135.77,358.13,0.0409
1956,May,29,150,420,269.39,1060.91,0.3929
1956,May,30,250,318,187.99,696.02,0.0675
1956,Jun,1,150,254,123.89,462.1,0.1118
1956,Jun,2,250,331,286.04,806.59,0.0474
1956,Jun,3,300,427,223.14,634.92,0.0957
1956,Jun,4,200,490,218.97,836.85,0.0713
1956,Jun,5,150,393,290.83,1061.3,0.1616
1956,Jun,6,250,378,212.13,613.86,0.0551
1956,Jun,7,200,338,124.41,375.47,0.0945
1956,Jun,8,300,400,297.74,892.64,0.0757
1956,Jun,9,250,276,177.61,466.1,0.1067
1956,Jun,10,200,348,262.94,1030.01,0.1081
1956,Jun,11,150,417,240.7,701.85,0.0713
1956,Jun,12,250,348,162.03,411.84,0.0198
1956,Jun,13,200,401,189.36,493.76,0.0508
1956,Jun,14,250,315,274.06,813.86,0.0855
1956,Jun,15,200,338,222.39,837.64,0.0318
1956,Jun,16,150,418,288.06,857.43,0.0878
1956,Jun,17,300,389,207.95,638.49,0.0606
1956,Jun,18,200,418,131.45,372.9,0.134
1956,Jun,19,250,440,139.28,381.28,0.0868
1956,Jun,20,200,494,203.93,564.91,0.0285
1956,Jun,21,300,289,238.0,597.17,0.0625
1956,Jun,22,150,298,293.47,973.96,0.0444
1956,Jun,23,150,294,129.01,405.67,0.0367
1956,Jun,24,300,500,105.97,398.05,0.0397
1956,Jun,25,250,294,172.24,681.33,0.0372
1956,Jun,26,250,285,111.71,354.33,0.0552
1956,Jun,27,250,358,172.74,461.64,0.0381
1956,Jun,28,150,522,272.58,775.61,0.0446
1956,Jun,29,250,511,177.12,584.35,0.0143
1956,Jun,30,300,355,188.81,674.85,0.2069
1956,Jul,1,200,327,249.12,840.69,0.053
1956,Jul,2,250,268,168.33,595.27,0.0393
1956,Jul,3,300,334,130.78,440.48,0.1334
1956,Jul,4,150,352,209.67,558.07,0.0451
1956,Jul,5,150,504,214.54,582.53,0.1042
1956,Jul,6,250,306,294.3,1027.81,0.082
